Tiempo [s]/	Frecuencia [Hz]	/	Intesidad [dB] 	/	Formante 1 [Hz]	/	Formante 2 [Hz]	/	Formante 3 [Hz]
2.3110    /	232.62         	/	73.98          	/	751.34         	/	1523.57        	/	3042.63        
2.3210    /	232.77         	/	74.02          	/	748.55         	/	1527.68        	/	3028.43        
2.3310    /	233.00         	/	74.05          	/	738.25         	/	1517.60        	/	3029.73        
2.3410    /	232.67         	/	74.01          	/	746.13         	/	1531.70        	/	3084.32        
2.3510    /	232.22         	/	73.96          	/	743.43         	/	1528.43        	/	3074.96        
2.3610    /	231.83         	/	73.92          	/	749.13         	/	1542.48        	/	3021.26        
2.3710    /	231.17         	/	73.84          	/	747.57         	/	1544.18        	/	2999.36        
2.3810    /	230.53         	/	73.70          	/	748.65         	/	1557.91        	/	3045.55        
2.3910    /	230.65         	/	73.54          	/	771.11         	/	1563.80        	/	3016.64        
2.4010    /	230.63         	/	73.39          	/	761.12         	/	1564.68        	/	3030.97        
2.4110    /	230.48         	/	73.36          	/	767.96         	/	1557.58        	/	3022.25        
2.4210    /	230.25         	/	73.41          	/	768.97         	/	1542.00        	/	3013.32        
2.4310    /	230.50         	/	73.38          	/	771.89         	/	1534.83        	/	2993.21        
2.4410    /	230.86         	/	73.32          	/	778.81         	/	1530.58        	/	2984.50        
2.4510    /	231.21         	/	73.30          	/	769.82         	/	1525.78        	/	3055.13        
2.4610    /	231.28         	/	73.25          	/	775.34         	/	1533.58        	/	3082.41        
2.4710    /	231.25         	/	73.24          	/	766.92         	/	1521.04        	/	3000.88        
2.4810    /	231.43         	/	73.27          	/	776.70         	/	1515.38        	/	2975.43        
2.4910    /	231.69         	/	73.25          	/	771.28         	/	1518.34        	/	2973.28        
2.5010    /	231.85         	/	73.25          	/	758.50         	/	1508.18        	/	2989.14        
2.5110    /	231.85         	/	73.31          	/	755.99         	/	1480.77        	/	2961.53        
2.5210    /	232.14         	/	73.30          	/	742.18         	/	1491.34        	/	3008.11        
2.5310    /	232.03         	/	73.24          	/	754.48         	/	1523.53        	/	3026.03        
2.5410    /	231.37         	/	73.18          	/	773.43         	/	1529.62        	/	3060.20        
2.5510    /	231.40         	/	73.10          	/	760.65         	/	1527.58        	/	3020.21        
2.5610    /	231.68         	/	73.07          	/	762.08         	/	1517.16        	/	2998.64        
2.5710    /	231.85         	/	73.07          	/	762.81         	/	1498.89        	/	2914.39        
2.5810    /	232.10         	/	73.11          	/	750.52         	/	1477.07        	/	2953.52        
2.5910    /	232.39         	/	73.09          	/	751.41         	/	1486.99        	/	2892.29        
2.6010    /	232.63         	/	73.01          	/	738.63         	/	1491.33        	/	2880.37        
2.6110    /	232.38         	/	72.95          	/	709.17         	/	1484.47        	/	2945.49        
2.6210    /	232.14         	/	72.87          	/	730.75         	/	1489.67        	/	2869.90        
2.6310    /	232.02         	/	72.85          	/	722.43         	/	1471.24        	/	2837.93        
2.6410    /	232.24         	/	72.87          	/	724.50         	/	1462.99        	/	2820.56        
2.6510    /	232.55         	/	72.89          	/	732.36         	/	1465.71        	/	2784.14        
2.6610    /	232.76         	/	72.90          	/	739.83         	/	1470.79        	/	2855.18        
2.6710    /	232.91         	/	72.89          	/	735.21         	/	1479.91        	/	2873.61        
2.6810    /	232.97         	/	72.88          	/	733.41         	/	1478.10        	/	2899.46        
2.6910    /	232.98         	/	72.89          	/	740.73         	/	1495.01        	/	2899.88        
2.7010    /	233.31         	/	72.90          	/	763.76         	/	1496.80        	/	2876.99        
2.7110    /	233.77         	/	72.93          	/	741.61         	/	1473.36        	/	2903.02        
2.7210    /	233.98         	/	72.89          	/	737.41         	/	1464.89        	/	2891.20        
2.7310    /	234.40         	/	72.82          	/	733.91         	/	1451.08        	/	2900.61        
2.7410    /	234.39         	/	72.81          	/	747.18         	/	1472.84        	/	2836.41        
2.7510    /	234.45         	/	72.80          	/	756.64         	/	1477.41        	/	2867.64        
2.7610    /	234.46         	/	72.73          	/	750.54         	/	1459.22        	/	2822.33        
2.7710    /	234.37         	/	72.60          	/	733.92         	/	1463.88        	/	2889.86        
2.7810    /	234.15         	/	72.46          	/	749.57         	/	1470.22        	/	2916.25        
2.7910    /	233.97         	/	72.32          	/	733.26         	/	1473.98        	/	2862.22        
2.8010    /	233.43         	/	72.16          	/	718.51         	/	1462.71        	/	2856.14        
2.8110    /	233.44         	/	72.04          	/	720.53         	/	1458.38        	/	2862.38        
2.8210    /	233.34         	/	72.03          	/	705.00         	/	1468.75        	/	2826.41        
